#{"t_start": 1720028026.2019715, "env_id": "None"}
r,l,t
-2.838881,128,815.882523
-0.175972,128,816.85759
-2.283109,128,817.879005
-0.07237,128,818.936829
-0.010769,128,820.061316
0.47589,128,821.120791
-2.398391,128,822.118538
-0.454431,128,823.111699
-14.144923,128,824.027947
-0.614556,128,825.040472
-0.149462,128,826.055205
-0.965421,128,827.085397
-0.554021,128,828.033477
-11.746976,128,828.974525
-0.517807,128,830.132598
-0.706759,128,831.13313
-0.274922,128,832.0732
-40.126783,128,833.078723
-1.192614,128,834.103554
-2.503662,128,835.126585
-0.919275,128,836.171049
-1.518747,128,837.217993
-2.112003,128,838.282024
0.563293,128,839.355335
-0.257859,128,840.40985
0.293785,128,841.430416
-1.743778,128,842.43473
0.724422,128,843.40472
4.614369,128,844.357355
-0.878813,128,845.398054
-0.538921,128,846.419321
-1.480533,128,847.559829
-2.641221,128,848.576298
-1.893131,128,849.67581
10.148398,128,850.744013
-1.254623,128,851.9498
-0.43545,128,852.991362
0.066607,128,853.996625
20.302502,128,854.916805
-48.287904,128,856.040938
-2.052355,128,857.051013
-39.158452,128,858.12506
12.333672,128,859.12466
-1.424581,128,860.155621
-14.269807,128,861.229993
-0.457402,128,862.207062
-2.016528,128,863.187889
-3.346784,128,864.149864
12.501735,128,865.187197
10.772514,128,866.140976
-0.586407,128,867.072676
-2.292188,128,868.04386
-0.383823,128,869.137996
-1.342691,128,870.152274
-0.252192,128,871.151806
-5.784177,128,872.126797
0.814766,128,873.070747
0.19135,128,874.1676
-7.398847,128,875.137883
-11.008293,128,876.182022
-0.034804,128,877.216454
-0.67245,128,878.249507
-4.368096,128,879.206179
-1.331567,128,880.211131
-0.936335,128,881.148414
-9.064731,128,882.274899
-0.424221,128,883.238811
-0.899603,128,884.314134
-0.284885,128,885.316234
-40.47407,128,886.319533
-4.725127,128,887.393421
-1.21533,128,888.455604
-1.703171,128,889.467624
-2.271941,128,890.480629
-5.860881,128,891.541981
-0.918024,128,892.546543
-4.475244,128,893.54918
-4.579642,128,894.519258
-0.035792,128,895.564067
0.012136,128,896.533109
-14.487496,128,897.506135
-15.588532,128,898.525778
-1.333099,128,899.543345
0.031275,128,900.588562
-1.989371,128,901.625626
-0.566003,128,902.628303
-1.555175,128,903.629356
-0.010118,128,904.657121
-0.09632,128,905.615778
-5.687782,128,906.628234
-15.367204,128,907.647451
6.370656,128,908.662798
-0.404631,128,909.737135
-1.460414,128,910.76796
-1.554252,128,911.940519
-1.998013,128,912.991452
-0.099036,128,914.012394
-0.064714,128,914.972137
0.784495,128,916.128737
-0.761811,128,917.177507
3.068259,128,918.219166
-0.125342,128,919.38528
-2.592808,128,920.356718
-1.142989,128,921.291077
-0.167959,128,922.284327
0.000431,128,923.273509
-0.063873,128,924.254138
-7.162018,128,925.272785
-11.137837,128,926.306312
-20.843408,128,927.401476
-0.512555,128,928.427145
0.300755,128,929.501281
-0.064203,128,930.490759
-6.04364,128,931.587276
-0.649021,128,932.601528
-11.670346,128,933.661411
1.696241,128,934.670369
-3.411124,128,935.748637
0.233092,128,936.86386
-2.472923,128,937.90537
-0.417546,128,938.948954
1.325764,128,939.995086
-3.441708,128,940.955582
1.600827,128,941.994248
-4.481107,128,942.960654
3.906431,128,943.946308
-1.688332,128,944.936203
-1.12312,128,945.926256
-15.616459,128,946.951189
-0.348545,128,948.008881
-0.12668,128,948.975304
-63.005727,128,950.015052
3.736506,128,951.038258
-0.098826,128,951.952818
-0.178459,128,952.942354
-0.255617,128,954.095777
-8.49035,128,955.127342
-0.546195,128,956.072873
-0.470762,128,957.044772
-2.062017,128,957.959677
-0.179728,128,958.994087
-0.513775,128,959.954833
-0.174837,128,960.924784
-1.43662,128,961.991171
1.504329,128,963.040155
-0.20014,128,964.070285
-0.143686,128,965.007704
-3.497827,128,966.1577
-4.173628,128,967.056493
-2.129507,128,968.087529
0.808096,128,969.151736
-0.214152,128,970.175047
2.611092,128,971.178754
-0.370857,128,972.24147
-0.10087,128,973.286187
-0.088181,128,974.319596
-0.565932,128,975.323914
-0.275377,128,976.336245
1.781617,128,977.392389
0.202181,128,978.406611
-0.149808,128,979.431505
-0.031337,128,980.452121
-3.870337,128,981.447423
0.140245,128,982.571423
-0.269466,128,983.615926
-0.107431,128,984.618578
-0.816053,128,985.642381
-5.691785,128,986.680991
-2.37788,128,987.664167
-2.686277,128,988.615698
-16.065029,128,989.651225
1.76914,128,990.702039
0.661009,128,991.659754
-0.337085,128,992.612901
-0.258064,128,993.584791
-0.577935,128,994.676318
-0.536789,128,995.636959
-1.996426,128,996.619924
-4.478532,128,997.558608
-0.006682,128,998.661921
-0.762808,128,999.66341
-0.096669,128,1000.627141
2.94659,128,1001.690584
-0.032026,128,1002.709635
-30.459917,128,1003.686994
-1.770845,128,1004.678575
-3.077144,128,1005.756002
-5.253231,128,1006.866075
-1.304143,128,1007.90952
-0.024987,128,1008.838094
-9.878443,128,1009.898582
-1.462801,128,1010.988939
-1.609393,128,1012.037025
-2.293723,128,1012.999593
-2.2288,128,1014.036427
1.0544,128,1014.993583
-0.195466,128,1016.085624
-0.348136,128,1017.004761
-0.074614,128,1018.02801
-0.214353,128,1019.117833
-0.257851,128,1020.053373
-4.063754,128,1021.131603
-7.73374,128,1022.084154
0.53916,128,1023.176676
-0.934633,128,1024.169734
0.557038,128,1025.245413
4.965744,128,1026.233675
-1.68995,128,1027.25202
-4.161369,128,1028.315492
-1.598365,128,1029.320587
-1.869104,128,1030.307106
-0.326123,128,1031.352124
-1.635309,128,1032.253718
-15.392736,128,1033.297127
-4.456049,128,1034.269732
-0.065055,128,1035.304346
-4.646204,128,1036.289857
-1.093957,128,1037.218336
-0.340236,128,1038.236647
0.544557,128,1039.281597
-0.301483,128,1040.285553
-0.157415,128,1041.343698
-0.340368,128,1042.383761
-0.073181,128,1043.343438
-0.105465,128,1044.409389
-0.090788,128,1045.392246
-8.373929,128,1046.491582
-1.145597,128,1047.462029
-2.846213,128,1048.39174
-2.511143,128,1049.579175
-2.927409,128,1050.559247
-28.521269,128,1051.564875
-2.427296,128,1052.557275
0.757559,128,1053.560781
-11.984483,128,1054.600075
0.194629,128,1055.663018
2.146142,128,1056.675601
-0.276115,128,1057.708564
-10.624571,128,1058.65428
-0.965959,128,1059.595786
1.020175,128,1060.603699
-3.02844,128,1061.553452
-8.665301,128,1062.532869
-1.574668,128,1063.544806
0.211854,128,1064.593855
-2.358944,128,1065.708082
-9.072356,128,1066.678949
-1.136855,128,1067.622639
-4.465165,128,1068.702789
-2.475286,128,1069.750648
-1.562625,128,1070.756412
-4.24787,128,1071.790884
-1.391567,128,1072.915015
-2.409599,128,1073.949106
-6.486112,128,1074.950497
